tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0108283,tvMovie,Tainted Blood,Tainted Blood,0,1993,\N,100,"Mystery,Thriller"
tt0108284,tvMovie,Taking the Heat,Taking the Heat,0,1993,\N,91,"Action,Comedy,Thriller"
tt0108285,movie,Speak Up! It's So Dark...,Tala! Det är så mörkt,0,1993,\N,83,Drama
tt0108286,short,Tales from the Planet Kolkota,Tales from the Planet Kolkota,0,1993,\N,37,"Comedy,Documentary,Short"
tt0108289,movie,Flirting Scholar,Tong Pak Foo dim Chau Heung,0,1993,\N,102,"Comedy,Romance"
tt0108290,movie,Tango,Tango,0,1993,\N,88,"Comedy,Crime"
tt0108291,movie,Wild Tango,Tango feroz: la leyenda de Tanguito,0,1993,\N,124,"Biography,Drama,Music"
tt0108292,movie,Tanjuska and the Seven Devils,Tanjuska ja 7 perkelettä,0,1993,\N,82,Documentary
tt0108293,movie,Fight Back to School III,To hok wai lung III: Lung gwoh gai nin,0,1993,\N,89,"Comedy,Crime,Mystery"
tt0108294,movie,Taranthriller,Taranthriller,0,1997,\N,52,"Comedy,Thriller"
tt0108296,tvEpisode,Alles Palermo,Alles Palermo,0,1993,\N,90,"Crime,Drama,Mystery"
tt0108297,tvEpisode,BERLIN - beste Lage,BERLIN - beste Lage,0,1993,\N,100,"Crime,Drama,Mystery"
tt0108298,tvEpisode,Die Sache Baryschna,Die Sache Baryschna,0,1994,\N,90,"Crime,Drama,Mystery"
tt0108299,tvEpisode,Die Zärtlichkeit des Monsters,Die Zärtlichkeit des Monsters,0,1993,\N,89,"Crime,Drama,Mystery"
tt0108300,tvEpisode,Ein Sommernachtstraum,Ein Sommernachtstraum,0,1993,\N,90,"Crime,Drama,Mystery"
tt0108301,tvEpisode,Himmel und Erde,Himmel und Erde,0,1993,\N,84,"Crime,Drama,Mystery"
tt0108302,tvEpisode,Kesseltreiben,Kesseltreiben,0,1993,\N,103,"Crime,Drama,Mystery"
tt0108303,tvEpisode,Renis Tod,Renis Tod,0,1993,\N,81,"Crime,Drama,Mystery"
tt0108304,movie,Taxi Dancers,Taxi Dancers,0,1994,\N,87,"Action,Drama,Thriller"
tt0108305,movie,Taxi de nuit,Taxi de nuit,0,1993,\N,90,"Comedy,Drama"
tt0108306,movie,Teenage Bonnie and Klepto Clyde,Teenage Bonnie and Klepto Clyde,0,1993,\N,90,"Action,Drama"
tt0108307,tvMovie,Teenage Catgirls in Heat,Teenage Catgirls in Heat,0,1994,\N,84,Comedy
tt0108308,movie,Teenage Mutant Ninja Turtles III,Teenage Mutant Ninja Turtles III,0,1993,\N,96,"Action,Adventure,Comedy"
tt0108309,movie,The Telegraphist,Telegrafisten,0,1993,\N,102,"Comedy,Drama"
tt0108310,tvMovie,Telling Secrets,Telling Secrets,0,1993,\N,240,"Crime,Mystery,Romance"
tt0108311,movie,The Temp,The Temp,0,1993,\N,96,"Drama,Thriller"
tt0108313,movie,Terminator Woman,Terminator Woman,0,1993,\N,105,Action
tt0108315,movie,The Terrorists!,Die Terroristen!,0,1992,\N,90,"Drama,Thriller"
tt0108316,tvMovie,Texas,Texas,0,1994,\N,180,"Adventure,History,Western"
tt0108317,movie,Texas - Doc Snyder hält die Welt in Atem,Texas - Doc Snyder hält die Welt in Atem,0,1993,\N,86,"Comedy,Western"
tt0108318,movie,Thank God I'm a Lesbian,Thank God I'm a Lesbian,0,1992,\N,59,Documentary
tt0108319,tvMovie,There Are No Children Here,There Are No Children Here,0,1993,\N,120,Drama
tt0108320,movie,There Goes My Baby,There Goes My Baby,0,1994,\N,99,"Comedy,Drama"
tt0108321,tvMovie,There Is Was a Thing,There Was a Little Boy,0,1993,\N,90,Drama
tt0108322,short,"There We Are, John","There We Are, John",0,1994,\N,32,"Documentary,Short"
tt0108323,movie,Theremin: An Electronic Odyssey,Theremin: An Electronic Odyssey,0,1993,\N,83,"Biography,Documentary,History"
tt0108324,tvMovie,Children of the Mist,They,0,1993,\N,100,"Drama,Horror,Mystery"
tt0108326,tvMovie,Thicker Than Water,Thicker Than Water,0,1993,\N,140,Thriller
tt0108327,movie,The Thing Called Love,The Thing Called Love,0,1993,\N,116,"Comedy,Drama,Music"
tt0108328,movie,Thirty Two Short Films About Glenn Gould,Thirty Two Short Films About Glenn Gould,0,1993,\N,98,"Biography,Drama,Music"
tt0108329,movie,Thiruda Thiruda,Thiruda Thiruda,0,1993,\N,140,"Action,Crime,Drama"
tt0108330,movie,This Boy's Life,This Boy's Life,0,1993,\N,115,"Biography,Drama"
tt0108331,movie,This Won't Hurt a Bit,This Won't Hurt a Bit,0,1993,\N,85,Comedy
tt0108333,movie,The Three Musketeers,The Three Musketeers,0,1993,\N,105,"Action,Adventure,Romance"
tt0108334,movie,Three of Hearts,Three of Hearts,0,1993,\N,102,"Comedy,Romance"
tt0108335,movie,Days of Tomorrow,Tian chang di jiu,0,1993,\N,93,Drama
tt0108336,movie,Angel's Project,Tian shi kuang long,0,1993,\N,89,Action
tt0108337,movie,A Roof with a View,Tian tai de yue guang,0,1993,\N,102,Action
tt0108338,movie,Whispering Pages,Tikhie stranitsy,0,1994,\N,77,Drama
tt0108339,movie,Ticks,Ticks,0,1993,\N,85,"Horror,Sci-Fi"
tt0108340,tvMovie,Veterinarian Christine,Tierärztin Christine,0,1993,\N,93,Drama
tt0108341,movie,Time Indefinite,Time Indefinite,0,1993,\N,114,Biography
tt0108342,movie,Time Runner,Time Runner,0,1993,\N,90,"Action,Adventure,Sci-Fi"
tt0108343,tvMovie,Tiny Toons Spring Break,Tiny Toons Spring Break,0,1994,\N,45,"Adventure,Animation,Comedy"
tt0108344,movie,Tirano Banderas,Tirano Banderas,0,1993,\N,91,Drama
tt0108345,movie,Tito's Second Time Among the Serbs,Tito po drugi put medju srbima,0,1994,\N,45,Documentary
tt0108346,video,To Be the Best,To Be the Best,0,1993,\N,99,Action
tt0108347,tvMovie,To Dance with the White Dog,To Dance with the White Dog,0,1993,\N,100,Drama
tt0108348,movie,To Sleep with a Vampire,To Sleep with a Vampire,0,1992,\N,81,"Drama,Horror,Romance"
tt0108349,movie,To the Death,To the Death,0,1992,\N,90,Action
tt0108350,movie,Night Terrors,Night Terrors,0,1993,\N,98,Horror
tt0108351,movie,Tocando fondo,Tocando fondo,0,1993,\N,88,Comedy
tt0108352,tvEpisode,Tod am Meer,Tod am Meer,0,1993,\N,90,Crime
tt0108354,movie,Ni un pam de net,Ni un pam de net,0,1993,\N,\N,Comedy
tt0108355,movie,Todos a la cárcel,Todos a la cárcel,0,1993,\N,99,"Comedy,Drama"
tt0108356,movie,All Men Are the Same,Todos los hombres sois iguales,0,1994,\N,102,"Comedy,Romance"
tt0108357,movie,Tom est tout seul,Tom est tout seul,0,1995,\N,87,Comedy
tt0108358,movie,Tombstone,Tombstone,0,1993,\N,130,"Biography,Drama,History"
tt0108359,movie,Lost in Transit,Tombés du ciel,0,1993,\N,91,"Comedy,Drama"
tt0108360,movie,Tomcat: Dangerous Desires,Tomcat: Dangerous Desires,0,1993,\N,85,"Horror,Thriller"
tt0108361,movie,Tong ju guan xi,Tong ju guan xi,0,1993,\N,\N,\N
tt0108362,movie,Toki rakujitsu,Toki rakujitsu,0,1992,\N,119,"Biography,Drama"
tt0108363,movie,Top of the World,Top of the World,0,1993,\N,109,"Drama,Romance"
tt0108366,movie,Totally F***ed Up,Totally F***ed Up,0,1993,\N,78,"Comedy,Drama,Romance"
tt0108367,short,Touch Me,Touch Me,0,1993,\N,29,Short
tt0108369,movie,Tout le monde n'a pas eu la chance d'avoir des parents communistes,Tout le monde n'a pas eu la chance d'avoir des parents communistes,0,1993,\N,90,"Comedy,Fantasy"
tt0108370,movie,Tout ça... pour ça!,Tout ça... pour ça!,0,1993,\N,120,"Comedy,Crime,Romance"
tt0108371,tvMovie,The Tower,The Tower,0,1993,\N,91,"Horror,Sci-Fi"
tt0108372,movie,Toxic Affair,Toxic Affair,0,1993,\N,89,Comedy
tt0108373,video,Traces of Death,Traces of Death,0,1993,\N,78,"Documentary,Horror"
tt0108374,tvMovie,Tracey Takes on New York,Tracey Takes on New York,0,1993,\N,\N,Comedy
tt0108376,movie,Trahir,Trahir,0,1993,\N,103,"Drama,History"
tt0108377,short,Trail Mix-Up,Trail Mix-Up,0,1993,\N,8,"Adventure,Animation,Comedy"
tt0108379,movie,"Tram-tararam, ili Bukhty-barakhty","Tram-tararam, ili Bukhty-barakhty",0,1993,\N,77,Comedy
tt0108380,tvMovie,Trapped in Space,Trapped in Space,0,1994,\N,87,"Drama,Sci-Fi,Thriller"
tt0108381,tvShort,Traveler's Rest,Traveler's Rest,0,1993,\N,\N,Short
tt0108382,short,The Traveling Poet,The Traveling Poet,0,1993,\N,8,Short
tt0108383,tvEpisode,Travolta et moi,Travolta et moi,0,1993,\N,52,Drama
tt0108384,movie,Tren bren,Tren bren,0,1993,\N,100,Family
tt0108385,movie,Tres palabras,Tres palabras,0,1993,\N,91,"Drama,Romance"
tt0108386,movie,Tretas de mujer,Tretas de mujer,0,1993,\N,80,Comedy
tt0108387,tvMovie,Trial & Error,Trial & Error,0,1993,\N,\N,Drama
tt0108388,movie,The Trial,The Trial,0,1993,\N,120,"Drama,Thriller"
tt0108390,short,Le trieur,Le trieur,0,1993,\N,11,"Sci-Fi,Short"
tt0108391,short,Trip,Trip,0,1993,\N,10,Short
tt0108392,movie,Trip nach Tunis,Trip nach Tunis,0,1993,\N,98,Crime
tt0108393,tvMovie,Triumph Over Disaster: The Hurricane Andrew Story,Triumph Over Disaster: The Hurricane Andrew Story,0,1993,\N,90,Drama
tt0108394,movie,Three Colors: Blue,Trois couleurs: Bleu,0,1993,\N,94,"Drama,Music,Mystery"
tt0108395,movie,A Troll in Central Park,A Troll in Central Park,0,1994,\N,76,"Adventure,Animation,Comedy"
tt0108396,movie,Trotskiy,Trotskiy,0,1994,\N,98,"Biography,Drama"
tt0108397,tvMovie,Trouble Shooters: Trapped Beneath the Earth,Trouble Shooters: Trapped Beneath the Earth,0,1993,\N,93,Drama
tt0108398,video,True Legends of Adult Cinema: The Modern Video Era,True Legends of Adult Cinema: The Modern Video Era,1,1993,\N,85,"Adult,Documentary"
tt0108399,movie,True Romance,True Romance,0,1993,\N,119,"Crime,Drama,Romance"
tt0108401,movie,The Trust,The Trust,0,1993,\N,120,"Crime,Drama,History"
tt0108403,movie,Tryggare kan ingen vara...,Tryggare kan ingen vara...,0,1993,\N,94,Thriller
tt0108405,movie,All Under the Moon,Tsuki wa dotchi ni dete iru,0,1993,\N,109,"Comedy,Drama,Romance"
tt0108406,movie,Il tuffo,Il tuffo,0,1993,\N,90,Drama
tt0108407,movie,Turnabout: The Story of the Yale Puppeteers,Turnabout: The Story of the Yale Puppeteers,0,1993,\N,60,Documentary
tt0108408,movie,A turné,A turné,0,1993,\N,87,"Comedy,Drama"
tt0108409,movie,De tussentijd,De tussentijd,0,1993,\N,100,Thriller
tt0108410,movie,Twenty Bucks,Twenty Bucks,0,1993,\N,91,"Comedy,Drama"
tt0108411,tvMovie,A Twist of the Knife,A Twist of the Knife,0,1993,\N,89,"Crime,Drama,Mystery"
tt0108412,movie,Rocking Popenguine,Twist à Popenguine,0,1994,\N,85,"Comedy,Drama"
tt0108414,movie,Twitch and Shout,Twitch and Shout,0,1993,\N,59,Documentary
tt0108416,short,Two Boneheads,Two Boneheads,0,1989,\N,27,Short
tt0108417,movie,"Two Brothers, a Girl and a Gun","Two Brothers, a Girl and a Gun",0,1993,\N,93,"Comedy,Western"
tt0108418,movie,Two Cops,Tukabseu,0,1993,\N,110,"Action,Comedy"
tt0108419,tvMovie,Two Fathers: Justice for the Innocent,Two Fathers: Justice for the Innocent,0,1994,\N,91,"Crime,Drama"
tt0108420,movie,Two Small Bodies,Two Small Bodies,0,1993,\N,88,"Crime,Drama,Romance"
tt0108421,movie,Ty u menya odna,Ty u menya odna,0,1993,\N,92,Drama
tt0108422,tvMovie,Nothing But Fear,Tylko strach,0,1993,\N,90,Drama
tt0108424,tvMovie,Tödliche Lüge,Tödliche Lüge,0,1993,\N,105,Thriller
tt0108425,movie,Deadly Maria,Die tödliche Maria,0,1993,\N,106,"Drama,Fantasy,Thriller"
tt0108426,movie,U popa byla sobaka...,U popa byla sobaka...,0,1993,\N,80,"Action,Crime,Drama"
tt0108427,movie,Ubiytsa,Ubiytsa,0,1995,\N,80,Drama
tt0108429,movie,Sun of the Sleepless,Udzinarta mze,0,1992,\N,123,"Crime,Drama"
tt0108430,tvSeries,Ultraman: The Ultimate Hero,Ultraman: The Ultimate Hero,0,1993,1995,27,"Action,Adventure,Drama"
tt0108432,tvMovie,Ocean Waves,Umi ga kikoeru,0,1993,\N,72,"Animation,Drama,Romance"
tt0108435,movie,"1, 2, 3, Freeze","Un, deux, trois, soleil",0,1993,\N,104,"Comedy,Drama"
tt0108440,movie,Under Investigation,Under Investigation,0,1993,\N,96,"Crime,Drama,Thriller"
tt0108442,movie,Undercover Blues,Undercover Blues,0,1993,\N,90,"Comedy,Crime"
tt0108443,movie,A New Life,Une nouvelle vie,0,1993,\N,117,Drama
tt0108445,movie,Uninvited,Uninvited,0,1993,\N,90,"Horror,Western"
tt0108446,tvMovie,Ein unmöglicher Lehrer,Ein unmöglicher Lehrer,0,1993,\N,90,Comedy
tt0108447,movie,The Unnamable II: The Statement of Randolph Carter,The Unnamable II: The Statement of Randolph Carter,0,1992,\N,104,Horror
tt0108448,tvMovie,Unnatural Causes,Unnatural Causes,0,1993,\N,103,"Crime,Drama,Mystery"
tt0108449,video,Untamed Cowgirls of the Wild West Part 1: The Pillowbiters,Untamed Cowgirls of the Wild West Part 1: The Pillowbiters,1,1993,\N,67,"Adult,Western"
tt0108450,video,Untamed Cowgirls of the Wild West Part 2: Jammy Glands from the Rio Grande,Untamed Cowgirls of the Wild West Part 2: Jammy Glands from the Rio Grande,1,1993,\N,70,Adult
tt0108451,movie,Untamed Heart,Untamed Heart,0,1993,\N,102,"Drama,Romance"
tt0108457,movie,Uprowadzenie Agaty,Uprowadzenie Agaty,0,1993,\N,76,"Comedy,Drama,Romance"
tt0108458,tvSeries,The Uptown Comedy Club,The Uptown Comedy Club,0,1992,1994,60,"Comedy,Music"
tt0108459,movie,Ur-Musig,Ur-Musig,0,1993,\N,107,"Documentary,Music"
tt0108461,movie,Urotsukidoji: Legend of the Overfiend,Chôjin densetsu Urotsukidôji,0,1989,\N,108,"Action,Animation,Fantasy"
tt0108462,video,Urotsukidôji II: Legend of the Demon Womb,Shin chôjin densetsu Urotsukidôji: Mataiden,1,1993,\N,88,"Adult,Animation,Fantasy"
tt0108463,video,Shin chôjin densetsu Mataiden 2: Shinjuku matenrô taisen,Shin chôjin densetsu Mataiden 2: Shinjuku matenrô taisen,0,1991,\N,52,"Animation,Fantasy,Horror"
tt0108464,video,Chôjin densetsu 1: Chôjin tanjô hen,Chôjin densetsu 1: Chôjin tanjô hen,1,1987,\N,39,"Adult,Animation,Fantasy"
tt0108465,video,Chôjin densetsu 2: Chôjin jusatsu hen,Chôjin densetsu 2: Chôjin jusatsu hen,0,1988,\N,60,"Animation,Fantasy,Horror"
tt0108466,video,Chôjin densetsu 3: Kanketsu jigoku hen,Chôjin densetsu 3: Kanketsu jigoku hen,0,1989,\N,48,"Animation,Fantasy,Horror"
tt0108467,video,Urotsukidôji II: Legend of the Demon Womb,Shin chôjin densetsu Mataiden 1: Kyô-ô fukkatsu eno inori,0,1990,\N,45,"Animation,Fantasy,Horror"
tt0108468,movie,Usureyuku kioku no nakade,Usureyuku kioku no nakade,0,1992,\N,96,\N
tt0108470,movie,Uuno Turhapuron poika,Uuno Turhapuron poika,0,1993,\N,91,Comedy
tt0108471,movie,Abraham's Valley,Vale Abraão,0,1993,\N,187,Drama
tt0108472,movie,Válka barev,Válka barev,0,1993,\N,\N,Thriller
tt0108473,movie,The Vanishing,The Vanishing,0,1993,\N,109,"Drama,Horror,Mystery"
tt0108474,movie,Vashi paltsy pakhnut ladanom!,Vashi paltsy pakhnut ladanom!,0,1993,\N,111,"Comedy,Crime"
tt0108477,movie,Vedo nudo,Vedo nudo,1,1993,\N,77,Adult
tt0108478,movie,Wallpaper: An Erotic Love Story,Veggfóður: Erótísk ástarsaga,0,1992,\N,85,"Drama,Romance"
tt0108479,tvMovie,Bride of Violence 2,Vendetta II: The New Mafia,0,1993,\N,180,Drama
tt0108480,movie,Vent d'est,Vent d'est,0,1993,\N,110,Drama
tt0108482,movie,Verlassen Sie bitte Ihren Mann!,Verlassen Sie bitte Ihren Mann!,0,1993,\N,100,Comedy
tt0108483,movie,Verzaubert,Verzaubert,0,1993,\N,89,Documentary
tt0108484,movie,"Goodbye, Trainmen",Veturimiehet heiluttaa,0,1992,\N,86,Drama
tt0108485,short,Vibroboy,Vibroboy,0,1994,\N,28,"Comedy,Horror,Short"
tt0108486,tvMovie,Victim of Love: The Shannon Mohr Story,Victim of Love: The Shannon Mohr Story,0,1993,\N,120,"Biography,Drama,Mystery"
tt0108487,movie,Married Life,La vida conyugal,0,1993,\N,95,"Comedy,Crime,Drama"
tt0108488,movie,Vidas paralelas,Vidas paralelas,0,1993,\N,\N,Drama
tt0108489,movie,Videograms of a Revolution,Videogramme einer Revolution,0,1992,\N,106,"Documentary,History,War"
tt0108490,movie,Vidheyan,Vidheyan,0,1994,\N,112,Drama
tt0108491,short,Life,Kyanq,0,1993,\N,7,"Documentary,Short"
tt0108493,movie,Vigyázók,Vigyázók,0,1993,\N,93,Drama
tt0108494,short,The Village,The Village,0,1993,\N,14,"Animation,Short"
tt0108495,movie,Bad Blood,Bad Blood,0,1994,\N,90,"Action,Drama"
tt0108497,movie,Virtual Love,Virtual Love,0,1993,\N,\N,\N
tt0108498,short,The Screw,La vis,0,1993,\N,20,Short
tt0108499,tvMovie,Visions of Murder,Visions of Murder,0,1993,\N,86,Thriller
tt0108500,movie,The Visitors,Les visiteurs,0,1993,\N,107,"Comedy,Fantasy"
tt0108501,movie,Viva Castro!,Viva Castro!,0,1994,\N,86,"Biography,Drama"
tt0108502,movie,Les vivants et les morts de Sarajevo,Les vivants et les morts de Sarajevo,0,1993,\N,75,"Documentary,War"
tt0108504,movie,For a Lost Soldier,Voor een verloren soldaat,0,1992,\N,92,"Drama,Romance,War"
tt0108505,tvMovie,Voyage,Voyage,0,1993,\N,86,Thriller
tt0108506,movie,Vrijeme za...,Vrijeme za...,0,1993,\N,99,"Drama,War"
tt0108508,movie,Vspominaya Chekhova,Vspominaya Chekhova,0,1993,\N,\N,Biography
tt0108509,movie,The Most Terrible Time in My Life,Waga jinsei saiaku no toki,0,1993,\N,92,"Drama,Thriller"
tt0108510,movie,Wager of Love,Wager of Love,0,1993,\N,80,"Drama,Thriller"
tt0108511,movie,Die Wahlkämpfer,Die Wahlkämpfer,0,1993,\N,97,Documentary
tt0108512,movie,The Wake,The Wake,0,1993,\N,\N,Drama
tt0108513,tvEpisode,Wall of Silence,Wall of Silence,0,1993,\N,90,"Comedy,Crime,Drama"
tt0108514,tvMovie,A Walton Thanksgiving Reunion,A Walton Thanksgiving Reunion,0,1993,\N,92,"Drama,Family"
tt0108515,movie,The War Room,The War Room,0,1993,\N,96,"Documentary,History"
tt0108516,movie,Warheads,Warheads,0,1993,\N,179,"Documentary,War"
tt0108517,movie,Warlock: The Armageddon,Warlock: The Armageddon,0,1993,\N,98,"Action,Fantasy,Horror"
tt0108518,movie,Warren Oates: Across the Border,Warren Oates: Across the Border,0,1993,\N,54,Documentary
tt0108519,movie,Warrior Marks,Warrior Marks,0,1994,\N,54,Documentary
tt0108520,movie,A Warrior's Tragedy 2,Bin sing long ji II,0,1993,\N,84,\N
tt0108521,movie,Watch It,Watch It,0,1993,\N,102,Comedy
tt0108525,movie,Wayne's World 2,Wayne's World 2,0,1993,\N,95,"Comedy,Music"
tt0108526,movie,We're Back! A Dinosaur's Story,We're Back! A Dinosaur's Story,0,1993,\N,72,"Adventure,Animation,Comedy"
tt0108527,video,We're Off to See the Munchkins,We're Off to See the Munchkins,0,1993,\N,77,Documentary
tt0108528,movie,We're Talkin' Serious Money,We're Talkin' Serious Money,0,1992,\N,91,"Comedy,Crime"
tt0108529,tvMovie,I Know My Son Is Alive,I Know My Son Is Alive,0,1994,\N,95,"Drama,Thriller"
tt0108530,tvMovie,Web of Deception,Web of Deception,0,1994,\N,92,Thriller
tt0108538,tvMovie,At Home with the Webbers,At Home with the Webbers,0,1993,\N,118,"Adventure,Comedy,Drama"
tt0108539,movie,Weekend at Bernie's II,Weekend at Bernie's II,0,1993,\N,97,"Adventure,Comedy,Fantasy"
tt0108540,movie,A Weekend with Barbara und Ingrid,A Weekend with Barbara und Ingrid,0,1992,\N,93,\N
tt0108541,tvMovie,Wehner - Die unerzählte Geschichte,Wehner - Die unerzählte Geschichte,0,1993,\N,207,"Biography,Drama"
tt0108542,movie,Hero Beyond the Boundary of Time,Wai Siu Bo: Fung ji kau lui,0,1993,\N,94,"Comedy,Fantasy"
tt0108544,movie,An Eye for an Eye,Wai ngoh duk juen,0,1990,\N,89,"Action,Crime"
tt0108545,movie,Weltmeister,Weltmeister,0,1994,\N,71,"Drama,Romance"
tt0108546,movie,"Wendemi, l'enfant du bon Dieu","Wendemi, l'enfant du bon Dieu",0,1993,\N,95,Drama
tt0108548,tvMovie,Wesola noc smutnego biznesmena,Wesola noc smutnego biznesmena,0,1993,\N,38,Drama
tt0108549,movie,West from North Goes South,West from North Goes South,0,2004,\N,96,"Comedy,Mystery"
tt0108550,movie,What's Eating Gilbert Grape,What's Eating Gilbert Grape,0,1993,\N,118,Drama
tt0108551,movie,What's Love Got to Do with It,What's Love Got to Do with It,0,1993,\N,118,"Biography,Drama,Music"
tt0108553,short,When I Was a Boy,When I Was a Boy,0,1993,\N,17,Short
tt0108554,movie,When Pigs Fly,When Pigs Fly,0,1993,\N,94,Comedy
tt0108555,movie,When the Bough Breaks,When the Bough Breaks,0,1994,\N,105,"Crime,Drama,Mystery"
tt0108556,tvMovie,When a Stranger Calls Back,When a Stranger Calls Back,0,1993,\N,94,"Horror,Mystery,Thriller"
tt0108557,movie,Where the Rivers Flow North,Where the Rivers Flow North,0,1993,\N,106,Drama
tt0108558,movie,White Angel,White Angel,0,1994,\N,96,"Drama,Mystery,Thriller"
tt0108559,movie,White Wolves: A Cry in the Wild II,White Wolves: A Cry in the Wild II,0,1993,\N,90,"Action,Adventure,Family"
tt0108560,movie,Who's the Man?,Who's the Man?,0,1993,\N,85,"Comedy,Drama,Mystery"
tt0108561,movie,Whore and Policewoman,Ging fa yue lau ang,0,1993,\N,92,Action
tt0108562,tvMovie,Whose Child Is This? The War for Baby Jessica,Whose Child Is This? The War for Baby Jessica,0,1993,\N,96,Drama
tt0108565,movie,Wide Sargasso Sea,Wide Sargasso Sea,0,1993,\N,99,"Drama,Romance,Thriller"
tt0108566,short,Wie Erwin Struntz den Sexfilm drehte,Wie Erwin Struntz den Sexfilm drehte,0,1993,\N,\N,Short
tt0108568,movie,Wild Cactus,Wild Cactus,0,1993,\N,92,"Drama,Thriller"
tt0108569,movie,Wilder Napalm,Wilder Napalm,0,1993,\N,109,"Comedy,Fantasy"
tt0108570,video,A Wind Named Amnesia,Kaze no na wa amunejia,0,1990,\N,80,"Adventure,Animation,Drama"
tt0108571,movie,Winds of God,Winds of God,0,1995,\N,97,\N
tt0108572,tvMovie,Letter from Wingfield Farm,Letter from Wingfield Farm,0,1993,\N,95,Comedy
tt0108574,movie,No More Mr. Nice Guy,Wir können auch anders...,0,1993,\N,92,Comedy
tt0108575,movie,Die Wismut,Die Wismut,0,1993,\N,111,Documentary
tt0108576,movie,Witch Academy,Witch Academy,0,1995,\N,83,"Comedy,Horror"
tt0108577,movie,Witchboard 2,Witchboard 2: The Devil's Doorway,0,1993,\N,98,"Horror,Mystery"
tt0108578,video,Witchcraft V: Dance with the Devil,Witchcraft V: Dance with the Devil,0,1993,\N,94,Horror
tt0108579,tvMovie,With Hostile Intent,With Hostile Intent,0,1993,\N,89,Drama
tt0108580,tvMovie,Without Warning: Terror in the Towers,Without Warning: Terror in the Towers,0,1993,\N,96,Drama
tt0108581,tvMovie,Without a Kiss Goodbye,Without a Kiss Goodbye,0,1993,\N,95,"Crime,Drama"
tt0108583,movie,Wittgenstein,Wittgenstein,0,1993,\N,72,"Biography,Comedy,Drama"
tt0108585,movie,The Girls from China,Ngo loi ji Bak Ging,0,1992,\N,100,Drama
tt0108587,tvMovie,The Woman Who Loved Elvis,The Woman Who Loved Elvis,0,1993,\N,91,Drama
tt0108588,movie,Woman of Desire,Woman of Desire,0,1994,\N,94,"Drama,Mystery,Thriller"
tt0108589,tvMovie,Woman on the Ledge,Woman on the Ledge,0,1993,\N,100,Drama
tt0108590,tvMovie,Woman on Trial: The Lawrencia Bembenek Story,Woman on the Run: The Lawrencia Bembenek Story,0,1993,\N,200,"Biography,Drama"
tt0108591,tvSeries,A Woman's Guide to Adultery,A Woman's Guide to Adultery,0,1993,\N,149,Drama
tt0108592,movie,Once Upon a Time in China III,Wong Fei Hung III: Si wong jaang ba,0,1992,\N,125,"Action,Adventure,Biography"
tt0108593,movie,Last Hero in China,Wong Fei Hung V: Tit gai dau ng gung,0,1993,\N,111,"Action,Comedy,History"
