tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0179012,tvSeries,Children of the New Forest,Children of the New Forest,0,1998,1998,168,"Drama,Family"
tt0179013,movie,Cães Sem Coleira,Cães Sem Coleira,0,1999,\N,60,"Biography,Drama,History"
tt0179014,tvSeries,Dagboek van een herdershond,Dagboek van een herdershond,0,1978,1980,\N,Drama
tt0179015,tvSeries,The David Nixon Show,The David Nixon Show,0,1972,1977,50,Talk-Show
tt0179017,tvSeries,David Nixon's Magic Box,David Nixon's Magic Box,0,1970,\N,50,\N
tt0179019,tvSeries,De glazen stad,De glazen stad,0,1968,1968,\N,Drama
tt0179021,tvSeries,Michael Palin's Hemingway Adventure,Michael Palin's Hemingway Adventure,0,1999,\N,50,"Adventure,Documentary"
tt0179022,tvSeries,History Hunters,History Hunters,0,1998,\N,\N,"Documentary,History"
tt0179023,tvSeries,Hyvä veli,Hyvä veli,0,1995,\N,\N,\N
tt0179025,tvSeries,International Festival of Animation,International Festival of Animation,0,1977,1977,\N,\N
tt0179026,tvSeries,"Ja zuster, nee zuster","Ja zuster, nee zuster",0,1966,1968,\N,Musical
tt0179027,tvMiniSeries,Joop ter Heul,Joop ter Heul,0,1968,1968,\N,Musical
tt0179028,tvSeries,"Kunt u mij de weg naar Hamelen vertellen, mijnheer?","Kunt u mij de weg naar Hamelen vertellen, mijnheer?",0,1972,1976,\N,"Family,Fantasy"
tt0179029,tvSeries,Little Men,Little Men,0,1998,1999,60,"Drama,Family"
tt0179030,tvSeries,Masters of Animation,Masters of Animation,0,1986,\N,\N,\N
tt0179032,tvSeries,Morgen gebeurt het,Morgen gebeurt het,0,1957,1959,\N,"Adventure,Sci-Fi"
tt0179033,tvSeries,No 73,No 73,0,1982,1988,\N,Family
tt0179034,tvSeries,Westenwind,Westenwind,0,1999,2003,60,"Drama,Romance"
tt0179035,tvSeries,Oebele,Oebele,0,1968,1971,\N,Family
tt0179036,tvSeries,One Saturday Morning,One Saturday Morning,0,1997,1998,120,Family
tt0179040,tvMiniSeries,Presidentin mies,Presidentin mies,0,1998,1998,\N,\N
tt0179042,tvSeries,The Puzzle Place,The Puzzle Place,0,1994,1998,30,Family
tt0179044,tvSeries,Russell Harty Plus,Russell Harty Plus,0,1972,\N,\N,Talk-Show
tt0179047,tvSeries,Sermon from St. Albion's,Sermon from St. Albion's,0,1998,\N,30,Comedy
tt0179050,tvSeries,The Stand-Up Show,The Stand-Up Show,0,1995,2001,35,Comedy
tt0179051,tvMiniSeries,Ted and Alice,Ted and Alice,0,2002,2002,180,"Comedy,Drama,Romance"
tt0179055,tvSeries,Vivere,Vivere,0,1999,2008,25,Drama
tt0179056,tvSeries,Vreemde praktijken,Vreemde praktijken,0,1989,1993,\N,Comedy
tt0179057,tvMiniSeries,Het wassende water,Het wassende water,0,1986,1986,50,Drama
tt0179058,tvSeries,De weg,De weg,0,1983,1983,660,Drama
tt0179060,tvMiniSeries,Wonderful You,Wonderful You,0,1999,\N,51,"Drama,Romance"
tt0179061,tvSeries,The Worst Witch,The Worst Witch,0,1998,2001,30,"Adventure,Comedy,Drama"
tt0179062,tvMovie,'n zomerzotheid,'n zomerzotheid,0,1972,\N,\N,"Comedy,Musical"
tt0179063,movie,Third World Cop,Third World Cop,0,1999,\N,98,"Action,Drama,Thriller"
tt0179064,movie,9413,9413,0,1998,\N,94,"Action,Crime,Thriller"
tt0179065,movie,Aanchal,Aanchal,0,1960,\N,\N,"Drama,Family"
tt0179066,movie,Abierto día y noche,Abierto día y noche,0,1981,\N,90,Comedy
tt0179067,movie,Akasya palas,Akasya palas,0,1940,\N,\N,Comedy
tt0179068,movie,Aldri annet enn bråk,Aldri annet enn bråk,0,1954,\N,77,"Comedy,Drama"
tt0179070,movie,All the King's Horses,All the King's Horses,0,1977,\N,80,Drama
tt0179071,movie,Allpakallpa,Allpakallpa,0,1975,\N,103,Drama
tt0179072,movie,Amazing Sex Talk,Amazing Sex Talk,1,1998,\N,125,Adult
tt0179073,movie,America in Rome,L'America a Roma,0,1998,\N,78,Documentary
tt0179074,movie,American Pimp,American Pimp,0,1999,\N,87,Documentary
tt0179075,movie,"Amours, délices et orgues","Amours, délices et orgues",0,1947,\N,97,"Comedy,Romance"
tt0179077,video,Andrea Bocelli: A Night in Tuscany,Andrea Bocelli: A Night in Tuscany,0,1998,\N,86,"Documentary,Music"
tt0179080,movie,Angelito mío,Angelito mío,0,1998,\N,93,"Comedy,Fantasy"
tt0179083,movie,Aphrodisiac!: The Sexual Secret of Marijuana,Aphrodisiac!: The Sexual Secret of Marijuana,1,1971,\N,77,"Adult,Documentary"
tt0179085,movie,Après l'orage,Après l'orage,0,1943,\N,90,"Comedy,Drama"
tt0179086,movie,Argentino hasta la muerte,Argentino hasta la muerte,0,1971,\N,120,Drama
tt0179088,tvMovie,Aspects of Love,Aspects of Love,0,1993,\N,\N,"Musical,Romance"
tt0179089,movie,L'assaut,L'assaut,0,1936,\N,73,Drama
tt0179091,short,Atomic Tabasco,Atomic Tabasco,0,1999,\N,10,Short
tt0179092,movie,Happy Go Lucky,Au petit bonheur,0,1946,\N,105,Comedy
tt0179094,movie,Autour d'une enquête,Autour d'une enquête,0,1931,\N,93,Crime
tt0179096,movie,Adventure Starts Tomorrow,L'aventure commence demain,0,1948,\N,101,"Comedy,Drama"
tt0179097,movie,Avoir 16 ans,Avoir 16 ans,0,1979,\N,125,Drama
tt0179098,movie,Moonlight Mile,Moonlight Mile,0,2002,\N,117,"Drama,Romance"
tt0179099,movie,Baixo Gávea,Baixo Gávea,0,1986,\N,110,Drama
tt0179100,movie,Barry's Gift,Barry's Gift,0,1999,\N,88,"Mystery,Romance,Thriller"
tt0179101,tvMovie,Before He Wakes,Before He Wakes,0,1998,\N,97,"Drama,Thriller"
tt0179102,movie,The Best Revenge,The Best Revenge,0,1996,\N,88,"Action,Crime"
tt0179103,video,The Best of Joe Cocker Live,The Best of Joe Cocker Live,0,1992,\N,94,"Documentary,Music"
tt0179104,movie,Biba,Biba,0,1977,\N,50,Documentary
tt0179105,video,"Bikers, Blondes and Blood","Bikers, Blondes and Blood",0,1993,\N,92,Documentary
tt0179106,movie,Bikinisesongen,Bikinisesongen,0,1994,\N,97,Comedy
tt0179107,tvMovie,Black Jaq,Black Jaq,0,1998,\N,\N,"Action,Drama"
tt0179108,movie,The Blanket,The Blanket,0,1994,\N,\N,\N
tt0179110,movie,City of Glass,Bo li zhi cheng,0,1998,\N,111,"Drama,History,Romance"
tt0179111,movie,Time Bomb,Bomba de relojería,0,1998,\N,82,Thriller
tt0179112,movie,Bortreist på ubestemt tid,Bortreist på ubestemt tid,0,1974,\N,100,"Crime,Thriller"
tt0179115,movie,Un buen novio,Un buen novio,0,1998,\N,90,"Comedy,Crime,Thriller"
tt0179116,movie,But I'm a Cheerleader,But I'm a Cheerleader,0,1999,\N,85,"Comedy,Drama,Romance"
tt0179117,video,Butt Motors,Butt Motors,1,1996,\N,109,Adult
tt0179120,movie,California Blondes,California Blondes,1,1987,\N,76,Adult
tt0179121,movie,El candidato,El candidato,0,1959,\N,95,Drama
tt0179123,movie,Checkmate,Checkmate,0,1973,\N,90,"Action,Thriller"
tt0179128,tvSeries,Chicken Soup for the Soul,Chicken Soup for the Soul,0,1999,2000,60,"Drama,Family"
tt0179131,video,Cinemacabre TV Trailers,Cinemacabre TV Trailers,0,1993,\N,110,Documentary
tt0179137,movie,Coronation,Coronación,0,2000,\N,140,"Drama,Romance"
tt0179138,movie,Les couples du Bois de Boulogne,Les couples du Bois de Boulogne,0,1974,\N,79,Comedy
tt0179140,tvMovie,D.R.E.A.M. Team,D.R.E.A.M. Team,0,1999,\N,81,"Action,Adventure"
tt0179144,movie,Dean Quixote,Dean Quixote,0,2000,\N,90,Comedy
tt0179145,movie,Dear Claudia,Dear Claudia,0,1999,\N,92,"Adventure,Comedy,Romance"
tt0179147,movie,Devil Rider!,Devil Rider!,0,1970,\N,68,"Action,Drama"
tt0179148,tvMovie,The Devil's Arithmetic,The Devil's Arithmetic,0,1999,\N,95,"Drama,Fantasy,War"
tt0179153,movie,Do You Remember Revolution?,Do You Remember Revolution?,0,1997,\N,116,Documentary
tt0179154,video,Doctor Who: The Missing Years,Doctor Who: The Missing Years,0,1998,\N,56,Documentary
tt0179155,movie,Donne in bianco,Donne in bianco,0,1998,\N,92,Comedy
tt0179157,movie,Double Cross,Double Cross,0,1992,\N,87,"Crime,Drama"
tt0179161,movie,Wicked Duchess,La duchesse de Langeais,0,1942,\N,99,"Drama,Romance"
tt0179162,movie,Días de ilusión,Días de ilusión,0,1980,\N,92,Drama
tt0179163,movie,Døden i gatene,Døden i gatene,0,1970,\N,96,"Crime,Drama"
tt0179164,movie,Earth Girls Are Sleazy,Earth Girls Are Sleazy,1,1990,\N,85,Adult
tt0179167,short,Emilie Muller,Emilie Muller,0,1994,\N,20,"Comedy,Short"
tt0179170,movie,A Estrela Sobe,A Estrela Sobe,0,1974,\N,105,Drama
tt0179171,video,Eurythmics: Sweet Dreams,Eurythmics: Sweet Dreams,0,1983,\N,62,"Animation,Fantasy,Music"
tt0179174,movie,La fame e la sete,La fame e la sete,0,1999,\N,94,Comedy
tt0179175,movie,The Far Shore,The Far Shore,0,1976,\N,105,Drama
tt0179177,movie,Fishes Outta Water,Fishes Outta Water,0,1998,\N,\N,\N
tt0179178,short,Flipper vs. Tetris,Flipper vs. Tetris,0,1998,\N,\N,Short
tt0179182,movie,Forever Mine,Forever Mine,0,1999,\N,115,"Crime,Drama,Romance"
tt0179183,movie,Fortress 2: Re-Entry,Fortress 2,0,2000,\N,92,"Action,Sci-Fi"
tt0179184,movie,****,****,0,1967,\N,1500,Drama
tt0179185,movie,Les cachetonneurs,Les cachetonneurs,0,1998,\N,91,"Comedy,Drama,Music"
tt0179186,movie,Fuchzhou,Fuchzhou,0,1993,\N,86,Drama
tt0179189,movie,Funnyman,Funnyman,0,1967,\N,102,"Comedy,Drama"
tt0179191,movie,Yi dai tian jiao Cheng Ji Si Han,Yi dai tian jiao Cheng Ji Si Han,0,1998,\N,113,"Adventure,Biography,Drama"
tt0179193,short,Girls,Girls,0,1927,\N,20,"Comedy,Short"
tt0179196,movie,"Goodbye, 20th Century",Zbogum na dvaesetiot vek,0,1998,\N,83,"Adventure,Comedy,Fantasy"
tt0179199,movie,Grace's Place,Grace's Place,1,1973,\N,78,"Adult,Comedy"
tt0179201,movie,The Big Highway,La gran ruta,0,1971,\N,90,Comedy
tt0179202,movie,Les grands moments,Les grands moments,0,1966,\N,85,Comedy
tt0179205,movie,Groupies,Groupies,0,1970,\N,92,Documentary
tt0179206,movie,War in the Highlands,La guerre dans le Haut Pays,0,1998,\N,105,"Drama,Romance,War"
tt0179208,movie,Havråtunet,Havråtunet,0,1956,\N,67,"Documentary,History"
tt0179209,movie,The Hawk of Powder River,The Hawk of Powder River,0,1948,\N,54,"Drama,Music,Western"
tt0179210,short,Help the Old,Help the Old,0,1998,\N,10,Short
tt0179211,movie,Héroes de otra patria,Héroes de otra patria,0,1996,\N,80,"Drama,War"
tt0179212,tvEpisode,Fatale beauté,Fatale beauté,0,1994,\N,28,Documentary
tt0179213,tvEpisode,La monnaie de l'absolu,La monnaie de l'absolu,0,1999,\N,27,Documentary
tt0179214,tvEpisode,Le contrôle de l'univers,Le contrôle de l'univers,0,1999,\N,27,Documentary
tt0179215,tvEpisode,Les signes parmi nous,Les signes parmi nous,0,1999,\N,38,Documentary
tt0179216,tvEpisode,Une histoire seule,Une histoire seule,0,1989,\N,42,Documentary
tt0179217,tvEpisode,Une vague nouvelle,Une vague nouvelle,0,1999,\N,27,Documentary
tt0179218,tvMovie,Hitman Hart: Wrestling with Shadows,Hitman Hart: Wrestling with Shadows,0,1998,\N,93,"Biography,Documentary,Sport"
tt0179219,movie,The Hitter,The Hitter,0,1978,\N,90,"Action,Drama,Thriller"
tt0179220,movie,Homeland,Homeland,0,2000,\N,58,Documentary
tt0179221,movie,The Homesteaders,The Homesteaders,0,1953,\N,62,"Drama,Western"
tt0179222,short,Hot Legs,Hot Legs,1,1988,\N,30,"Adult,Short"
tt0179223,short,Hot Stuff,Hot Stuff,0,1971,\N,9,"Animation,Comedy,Family"
tt0179224,movie,The House,Húsið: Trúnaðarmál,0,1983,\N,101,"Drama,Horror,Mystery"
tt0179225,movie,I Am a Groupie,Groupie Girl,0,1970,\N,86,"Drama,Musical"
tt0179227,movie,L'imbranato,L'imbranato,0,1979,\N,86,Comedy
tt0179232,movie,L'importante è non farsi notare,L'importante è non farsi notare,0,1979,\N,100,\N
tt0179236,movie,L'inceneritore,L'inceneritore,0,1984,\N,90,"Mystery,Sci-Fi"
tt0179237,tvMovie,L'inchiesta,L'inchiesta,0,1971,\N,92,"Crime,Mystery"
tt0179240,movie,La industria del matrimonio,La industria del matrimonio,0,1965,\N,95,Comedy
tt0179242,tvMovie,Infiltrato,Infiltrato,0,1996,\N,90,"Comedy,Drama"
tt0179243,movie,The Inquisitor,El inquisidor,0,1975,\N,90,Horror
tt0179244,movie,Retourne-moi c'est meilleur,Retourne-moi c'est meilleur,1,1978,\N,79,Adult
tt0179246,tvEpisode,It Must Be Love Cause I Feel So Dumb,It Must Be Love Cause I Feel So Dumb,0,1975,\N,60,"Adventure,Comedy,Drama"
tt0179247,movie,Italienische Früchtchen,Italienische Früchtchen,1,1979,\N,80,"Adult,Crime"
tt0179248,movie,The Boss,El jefe,0,1958,\N,90,"Crime,Drama"
tt0179249,movie,Jewels of Brandenburg,Jewels of Brandenburg,0,1947,\N,64,"Action,Crime,Mystery"
tt0179250,tvMovie,Jiggery Pokery,Jiggery Pokery,0,1994,\N,60,"Drama,Musical"
tt0179251,tvSpecial,Jim Davidson: So Far,Jim Davidson: So Far,0,1998,\N,\N,Comedy
tt0179252,video,Joe Cocker: Have a Little Faith,Joe Cocker: Have a Little Faith,0,1996,\N,72,"Documentary,Music"
tt0179254,movie,Let's Play in the World,Juguemos en el mundo,0,1971,\N,105,"Comedy,Family,Musical"
tt0179271,tvMovie,Keys,Keys,0,1994,\N,93,"Crime,Drama"
tt0179272,movie,Kifaru... The Black Rhino,Kifaru... The Black Rhino,0,1970,\N,60,Documentary
tt0179274,movie,Insanlari Seveceksin,Insanlari Seveceksin,1,1979,\N,79,"Action,Adult,Crime"
tt0179275,movie,The Crown Prince,Kronprinsen,0,1979,\N,95,"Drama,Thriller"
tt0179276,video,L.A. Stories,L.A. Stories,1,1990,\N,75,Adult
tt0179279,video,Lady in Blue,Lady in Blue,1,1990,\N,\N,Adult
tt0179280,video,Laid Off,Laid Off,1,1990,\N,83,"Adult,Drama"
tt0179281,video,Laid in Heaven,Laid in Heaven,1,1991,\N,75,"Adult,Comedy,Fantasy"
tt0179282,movie,Lance Maior,Lance Maior,0,1968,\N,90,Drama
tt0179283,video,The Landlady,The Landlady,1,1990,\N,84,Adult
tt0179285,video,The Last Girl Scout,The Last Girl Scout,1,1992,\N,69,Adult
tt0179286,movie,Last Rumba in Paris,Last Rumba in Paris,1,1989,\N,81,"Adult,Drama,Romance"
tt0179288,movie,The Last X-rated Movie 2,The Last X-rated Movie 2,1,1990,\N,\N,Adult
tt0179289,video,The Last X-rated Movie,The Last X-rated Movie,1,1990,\N,82,Adult
tt0179290,movie,Layar Lara,Layar Lara,0,1997,\N,115,Drama
tt0179291,video,Layin' Down the Law,Layin' Down the Law,1,1992,\N,\N,"Adult,Drama"
tt0179292,movie,Legend,Legend,1,1990,\N,80,"Adult,Mystery,Thriller"
tt0179294,video,Legend 3,Legend 3,1,1992,\N,80,"Adult,Comedy"
tt0179295,video,Lesbian Liasons,Lesbian Liasons,1,1990,\N,72,Adult
tt0179297,movie,Liebe per Inserat,Liebe per Inserat,0,1977,\N,\N,\N
tt0179298,movie,The Life and Times of Charlie Putz,The Life and Times of Charlie Putz,0,1994,\N,97,\N
tt0179302,video,Little Miss Curious,Little Miss Curious,1,1991,\N,82,"Adult,Romance"
tt0179303,video,A Little Nookie,A Little Nookie,1,1991,\N,78,"Adult,Romance"
tt0179304,short,Liv,Liv,0,1998,\N,\N,"Drama,Short"
tt0179307,movie,Loop,Loop,0,1997,\N,95,Romance
tt0179308,movie,Rizo,Rizo,0,1998,\N,110,Drama
tt0179309,video,Loose Lips,Loose Lips,1,1990,\N,\N,Adult
tt0179312,video,Love Hurts,Love Hurts,1,1992,\N,70,"Adult,Comedy"
tt0179318,video,Lusting - London Style!,Lusting - London Style!,1,1992,\N,\N,Adult
tt0179319,video,Lusty Dusty,Lusty Dusty,1,1991,\N,74,Adult
tt0179323,movie,Maestro vor,Maestro vor,0,1994,\N,\N,\N
tt0179325,movie,Mayskaya noch,Mayskaya noch,0,1938,\N,63,\N
tt0179327,movie,Malchik i los,Malchik i los,0,1975,\N,\N,\N
tt0179328,movie,Little Summer Blues,Malé letní blues,0,1968,\N,71,Romance
tt0179329,movie,Mallory Must Not Die!,Il mio nome è Mallory... M come morte,0,1971,\N,90,"Action,Romance,Western"
tt0179330,video,Manbait Part 2,Manbait Part 2,1,1991,\N,85,"Adult,Comedy"
tt0179334,movie,The Masque of the Red Death,The Masque of the Red Death,0,1989,\N,89,Horror
tt0179335,video,Masquerade,Masquerade,1,1992,\N,77,Adult
tt0179338,movie,Mektoub,Mektoub,0,1997,\N,90,"Crime,Drama,Thriller"
tt0179344,movie,Tell Me No Lies,The Midnight Hour,0,2001,\N,91,"Drama,Thriller"
tt0179345,movie,Midnight Woman,Midnight Woman,1,1991,\N,80,Adult
tt0179346,video,Mind Games,Mind Games,1,1992,\N,\N,Adult
tt0179347,video,Mirage,Mirage,1,1991,\N,90,"Adult,Drama,Fantasy"
tt0179348,video,Mirage 2,Mirage 2,1,1992,\N,\N,Adult
tt0179350,short,Misfit,Misfit,0,1996,\N,\N,"Drama,Short"
tt0179354,video,The Mistress Part II,The Mistress Part II,1,1990,\N,82,Adult
tt0179358,movie,Money Honey,Money Honey,1,1990,\N,73,Adult
tt0179359,movie,The Monkey's Paw,The Monkey's Paw,0,1948,\N,64,"Horror,Thriller"
tt0179360,video,Motel Hell,Motel Hell,1,1992,\N,76,"Adult,Comedy"
