tconst,directors,writers
tt0108343,"nm0313976,nm0036946,nm0550825","nm0368614,nm0390890,nm0749161"
tt0108344,nm0305869,"nm0044156,nm0305869,nm0884952"
tt0108345,nm0956507,nm0956507
tt0108346,nm0580726,nm0418365
tt0108347,nm0429958,"nm0443195,nm0178402"
tt0108348,nm0295133,nm0364332
tt0108349,nm0740213,"nm0490417,nm0740213"
tt0108350,nm0001361,"nm0322944,nm0559169"
tt0108351,nm0191109,nm0191109
tt0108352,nm0373911,nm0450551
tt0108354,nm0556517,"nm0092471,nm0556516,nm0556517"
tt0108355,nm0305557,"nm0075524,nm0305557"
tt0108356,nm0350957,"nm0305864,nm0350957,nm0406528,nm0649875"
tt0108357,nm0648902,"nm0300858,nm0648902"
tt0108358,"nm0181902,nm0418883",nm0418883
tt0108359,nm0513371,"nm0513371,nm0304669"
tt0108360,nm0233050,nm0233050
tt0108361,nm0156557,"nm0156557,nm7632141"
tt0108362,nm0477771,"nm0793881,nm0913817"
tt0108363,nm0870809,"nm0395604,nm0780871"
tt0108366,nm0000777,nm0000777
tt0108367,nm0185187,"nm0185187,nm0225317,nm0926760"
tt0108369,nm0956454,"nm0099398,nm0956454"
tt0108370,nm0500988,nm0500988
tt0108371,nm0459350,"nm0727081,nm0459350"
tt0108372,nm0261198,"nm0261198,nm0480207"
tt0108373,\N,nm0992471
tt0108374,nm0769135,"nm0166074,nm0281069,nm0478588,nm0622262,nm0790635"
tt0108376,nm0586123,"nm0586123,nm0610080"
tt0108377,nm0176905,"nm0937757,nm0591450,nm0176905,nm0442483,nm0893358"
tt0108379,nm0881595,nm0879223
tt0108380,nm0782381,"nm0002009,nm0400456,nm0811200"
tt0108381,nm0067977,nm0936429
tt0108382,nm0254402,\N
tt0108383,nm0563440,"nm0563440,nm0859666"
tt0108384,nm0890517,nm0688240
tt0108385,nm0319846,"nm0319846,nm0488613,nm0797278"
tt0108386,nm0596571,"nm0596571,nm0613939"
tt0108387,nm0811764,"nm0547429,nm0915448,nm0512241,nm0775319"
tt0108388,nm0427880,"nm0434525,nm0056217"
tt0108390,"nm0095473,nm0104589","nm0095473,nm0104589"
tt0108391,nm0700284,nm0700284
tt0108392,nm0324347,"nm0324347,nm0351347,nm0383604"
tt0108393,nm0159007,nm0446252
tt0108394,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0005744"
tt0108395,"nm0089940,nm0325776","nm0471217,nm0089940,nm0325776,nm0690112,nm0473942"
tt0108396,nm0555722,"nm0555722,nm0901663"
tt0108397,nm0561879,"nm0834338,nm0667937,nm0424898"
tt0108398,nm0272024,\N
tt0108399,nm0001716,"nm0000233,nm0000812"
tt0108401,"nm0369780,nm0453165",nm0453165
tt0108403,nm0760582,nm0760582
tt0108405,nm0756406,"nm0159091,nm0756406,nm0945818"
tt0108406,nm0551608,"nm0208439,nm0280676,nm0551608"
tt0108407,nm0078828,\N
tt0108408,nm0073488,nm0073488
tt0108409,nm0226694,nm0226694
tt0108410,nm0742553,"nm0092018,nm0092015"
tt0108411,nm0518719,"nm0176689,nm0940251"
tt0108412,nm0009414,"nm0009414,nm0349627,nm0603606,nm0675422"
tt0108414,nm0158318,\N
tt0108416,nm0006798,"nm0107469,nm0342265"
tt0108417,nm0395074,"nm0238707,nm0395074"
tt0108418,nm0437652,nm0453695
tt0108419,nm0469957,"nm0576315,nm0957274"
tt0108420,nm0044579,"nm0068428,nm0044579"
tt0108421,nm0040125,"nm0040125,nm0200226"
tt0108422,nm0765904,nm0765904
tt0108424,nm0429517,nm0698257
tt0108425,nm0878756,"nm0878756,nm0903698"
tt0108426,nm0627560,nm3346957
tt0108427,nm0014765,nm0014765
tt0108429,nm0045024,nm0045024
tt0108430,nm0928596,"nm0234600,nm0235120,nm0317934,nm0411872,nm0438891,nm0501957,nm0731751,nm0928596,nm0945318"
tt0108432,nm0595101,"nm1118378,nm2146668"
tt0108435,nm0088397,nm0088397
tt0108440,nm0583238,nm0583238
tt0108442,nm0006889,nm0009183
tt0108443,nm0000801,nm0000801
tt0108445,nm0092200,nm0092200
tt0108446,nm0797841,nm0456336
tt0108447,nm0653500,"nm0522454,nm0653500"
tt0108448,nm0203786,"nm0118719,nm0416807"
tt0108449,nm0217134,\N
tt0108450,nm0217134,\N
tt0108451,nm0082300,nm0797220
tt0108457,nm0686137,nm0686137
tt0108458,nm0918214,"nm0467730,nm0108028,nm0114018,nm0412395,nm0933281,nm0601074,nm0605079,nm0018416,nm0250049,nm0600763,nm0868957"
tt0108459,nm0772514,nm0772514
tt0108461,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108462,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108463,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108464,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108465,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108466,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108467,nm0847434,"nm0535353,nm0014556,nm0492941"
tt0108468,nm0793981,\N
tt0108470,nm0664218,nm0664218
tt0108471,nm0210701,"nm0078760,nm0210701"
tt0108472,nm0719298,"nm0719298,nm0954503"
tt0108473,nm0806293,"nm0469104,nm0333804"
tt0108474,nm0158191,nm0739047
tt0108477,nm0080636,\N
tt0108478,nm0447314,"nm0447314,nm0797487"
tt0108479,nm0859389,"nm0595290,nm0743279,nm0859389"
tt0108480,nm0257992,"nm2464017,nm0257992,nm0265759,nm0588879"
tt0108482,nm0777029,"nm0091396,nm0777029"
tt0108483,"nm0886563,nm0369574,nm0772649,nm0720728,nm0299699,nm0695815,nm0436221,nm0420469,nm0326618",\N
tt0108484,nm0657722,nm0499964
tt0108485,nm0468007,"nm0207551,nm0468007"
tt0108486,nm0181836,nm0007233
tt0108487,nm0140196,"nm0140196,nm0651148,nm0685763"
tt0108488,nm0891891,"nm0883856,nm0891891"
tt0108489,"nm0880297,nm0267943","nm0267943,nm0880297"
tt0108490,nm0329715,"nm0329715,nm0951571"
tt0108491,nm0670784,nm0670784
tt0108493,nm0845235,"nm0231274,nm0845235"
tt0108494,nm0048735,nm0048735
tt0108495,nm0847749,nm0752139
tt0108497,nm0380961,nm0380961
tt0108498,nm0280955,"nm0280955,nm1137295"
tt0108499,nm0722493,"nm0608789,nm0827019"
tt0108500,nm0688585,"nm0002010,nm0688585"
tt0108501,nm0296685,nm0296685
tt0108502,nm0846310,\N
tt0108504,nm0449216,"nm0088613,nm0200656,nm0449216"
tt0108505,nm0533334,"nm0599850,nm0062774"
tt0108506,nm0462648,nm0462648
tt0108508,nm0586482,\N
tt0108509,nm0370627,"nm0370627,nm0854976"
tt0108510,nm0392448,nm0392448
tt0108511,nm0335875,"nm0133608,nm0335875"
tt0108512,nm0231999,"nm0231999,nm0502655"
tt0108513,nm0767697,"nm0334593,nm1073947"
tt0108514,nm0364749,"nm0358839,nm0924251,nm0677367"
tt0108515,"nm0373698,nm0672060",\N
tt0108516,nm0439732,nm0439732
tt0108517,nm0382776,"nm1255914,nm0076384,nm0878638"
tt0108518,nm0862207,nm0548991
tt0108519,nm0663101,\N
tt0108520,nm0150894,nm0159445
tt0108521,nm0002368,nm0002368
tt0108525,nm0839660,"nm0000196,nm0877425,nm0877901"
tt0108526,"nm0957798,nm0629216,nm0957797,nm0920425","nm0788234,nm0847994"
tt0108527,"nm0026954,nm0294819","nm0000875,nm0294819"
tt0108528,nm0501419,"nm0501419,nm0744235"
tt0108529,nm0002573,"nm0367267,nm0111204"
tt0108530,nm0171619,nm0775319
tt0108538,nm0003957,nm0003957
tt0108539,nm0458228,nm0458228
tt0108540,nm0626207,nm0626207
tt0108541,nm0107048,nm0107048
tt0108542,nm0461918,"nm0159483,nm5525865,nm0530865,nm0948114"
tt0108544,nm0461922,nm1045012
tt0108545,nm0813449,"nm3958682,nm0813449"
tt0108546,nm0754162,"nm0802538,nm0754162"
tt0108548,nm0464951,nm0464951
tt0108549,"nm1130611,nm1131265",nm1130611
tt0108550,nm0002120,nm0373282
tt0108551,nm0001270,"nm0877913,nm0517064,nm0486824"
tt0108553,"nm0276062,nm0000546",nm0000546
tt0108554,nm0238138,"nm0229620,nm0238138"
tt0108555,nm0169931,nm0169931
tt0108556,nm0910510,"nm0910510,nm0270841"
tt0108557,nm0186610,"nm0608669,nm0106622,nm0186610"
tt0108558,nm0427732,"nm0427176,nm0427732"
tt0108559,nm0194274,nm0194274
tt0108560,nm0001130,"nm0237321,nm0522615,nm0339102"
tt0108561,nm0939207,"nm4184311,nm0939207"
tt0108562,nm0006867,"nm0291674,nm0269940,nm0782436"
tt0108565,nm0241090,"nm0789057,nm0029830,nm0241090,nm0722626,nm0111576"
tt0108566,nm0472114,\N
tt0108568,nm0612730,"nm0042341,nm0612730"
tt0108569,nm0139111,nm0319213
tt0108570,nm0945703,"nm0159109,nm0452837,nm0945703"
tt0108571,nm0621201,nm0408029
tt0108572,\N,nm1433516
tt0108574,nm0118345,"nm0118345,nm0434718"
tt0108575,nm0462899,nm0462899
tt0108576,nm0676248,nm0569100
tt0108577,nm0855107,nm0855107
tt0108578,nm0398848,"nm0580669,nm0878973"
tt0108579,nm0004621,"nm0202997,nm0189105"
tt0108580,nm0505420,"nm0047732,nm0690830"
tt0108581,nm0636495,nm0240384
tt0108583,nm0418746,"nm0418746,nm0247133,nm0125010"
tt0108585,nm0498477,nm0159052
tt0108587,nm0084642,"nm0436195,nm0114522"
tt0108588,nm0320180,"nm0658115,nm0320180"
tt0108589,nm0860979,"nm0748966,nm0177953,nm0803259"
tt0108590,nm0827839,"nm0069828,nm0827839"
tt0108591,nm0371342,"nm0166550,nm0101639"
tt0108592,nm0007139,"nm0150909,nm0848826,nm0007139"
tt0108593,"nm0939147,nm0950759",nm0939147
tt0108596,nm0354279,nm0175726
tt0108597,nm0564319,"nm0138009,nm0858392"
tt0108598,nm0661910,"nm0661910,nm0048276,nm0796285,nm0874113"
tt0108599,nm0298677,"nm1420944,nm4845132"
tt0108600,nm0849290,nm1227162
tt0108601,"nm0939147,nm0150862","nm0013830,nm0939147"
tt0108602,nm0911042,nm0943150
tt0108603,nm0864463,nm0864463
tt0108605,nm0160844,"nm0160844,nm0265305"
tt0108606,"nm0155642,nm0864775","nm0789966,nm0151119"
tt0108607,nm0150802,"nm0007139,nm3568255,nm3568893"
tt0108608,nm0944521,"nm0944521,nm0955748"
tt0108609,nm0490487,nm0939147
tt0108610,nm0939147,"nm0013830,nm0939147"
tt0108611,nm0151066,\N
tt0108612,nm0839008,"nm0839008,nm1429776"
tt0108613,nm0960709,"nm0149222,nm0960709,nm2502938"
tt0108614,nm0538328,"nm0159052,nm0473325"
tt0108615,nm0372087,"nm1132701,nm0949169"
tt0108616,nm0958110,"nm0730684,nm0958110"
tt0108617,nm0538757,"nm0412065,nm0412074"
tt0108618,nm0387344,nm1664457
tt0108619,nm0748253,nm0450072
tt0108620,nm0156890,"nm0158779,nm1292716"
tt0108621,nm0939351,"nm0151013,nm4509638,nm0803314"
tt0108622,nm0005033,"nm0848826,nm1022277"
tt0108623,nm0690952,"nm0151013,nm4509638,nm0803314"
tt0108624,"nm0939147,nm0005033","nm0149222,nm0939147"
tt0108625,"nm0134867,nm0874676",nm0155165
tt0108626,nm0160900,"nm0943150,nm0947318"
tt0108627,nm0490575,nm0490575
tt0108628,nm0847434,"nm0535353,nm0014556"
tt0108629,nm0646918,"nm0646918,nm0714704"
tt0108630,nm0492309,"nm0284559,nm0497762"
tt0108631,nm0806642,nm0313587
tt0108632,nm0159363,nm0159363
tt0108633,nm0134176,"nm0134176,nm0385241"
tt0108634,nm0313569,"nm0313569,nm0370426"
tt0108635,nm0776209,"nm0000184,nm0782964"
tt0108636,nm0000727,"nm0000727,nm0012281"
tt0108637,nm0934919,nm4092923
tt0108638,nm0946095,"nm0838954,nm0946095"
tt0108639,nm0000844,"nm0619079,nm1302148,nm0949025"
tt0108640,nm0490487,nm0939147
tt0108643,"nm0353870,nm0344420",nm0353870
tt0108644,nm0854972,"nm8340828,nm8340829,nm8340827,nm8340832"
tt0108645,nm0466930,"nm0080121,nm0466930"
tt0108647,nm0667887,"nm0667887,nm0955863"
tt0108648,nm0640466,"nm0412455,nm0280179"
tt0108649,nm0340742,nm0340742
tt0108650,nm0005033,nm0492288
tt0108651,nm0399003,"nm9538796,nm0945804"
tt0108652,nm0948075,"nm2308319,nm0632439,nm0948075"
tt0108653,nm0461918,"nm0530865,nm0477241,nm0950728,nm0159483,nm0159518"
tt0108654,nm0864775,nm0874683
tt0108655,nm0737400,"nm0652541,nm0737400,nm0947651"
tt0108656,"nm0939202,nm0000329","nm0161159,nm0151013,nm0156511,nm0156451,nm0151125"
tt0108657,nm0906408,\N
tt0108658,nm0939147,nm0939147
tt0108659,nm0878702,nm0878702
tt0108660,nm0726954,"nm0070025,nm0957801"
tt0108661,nm0095300,nm0095300
tt0108662,nm0936464,\N
tt0108663,nm0415777,nm0415777
tt0108664,nm0875288,\N
tt0108668,nm1614591,nm0399110
tt0108670,nm0767022,"nm0599291,nm0767022,nm0769391"
tt0108671,nm0756254,nm0756254
tt0108672,nm0399464,nm0399464
tt0108673,nm0427136,"nm0045444,nm0427136"
tt0108674,nm0221711,nm0221711
tt0108675,nm0657722,nm0657722
tt0108677,nm0135952,nm0135952
tt0108678,nm0024888,nm0327398
tt0108681,"nm0607883,nm0125753","nm0623273,nm0335621,nm0376835,nm0700607,nm0018661,nm0379179,nm0696120,nm0716519"
tt0108682,"nm0005131,nm0790281","nm0005131,nm0021175,nm0059949,nm0071526,nm1209105,nm4116283,nm0413634,nm0795748,nm0178547"
tt0108683,"nm0568224,nm0799682,nm0703745,nm0426316,nm0461628,nm0490594,nm1147348","nm0164626,nm0184918,nm0426316,nm0432133,nm0723665,nm0428483,nm0826369"
tt0108684,"nm0890220,nm0368906,nm0068034,nm0569814,nm2001171,nm0899329,nm0119476,nm0841319,nm0468335,nm0240548","nm0897884,nm0697052,nm0514439,nm0804887,nm1134390,nm0583633,nm0824776,nm0260241,nm2694745,nm0969581,nm1663694,nm1141749,nm0716366,nm0934265,nm0771547,nm0625718,nm1698564,nm0321782,nm0435888,nm0469262,nm0506506,nm0591770,nm2144781,nm1661897,nm0648418,nm0893286,nm2496538,nm0100326,nm0143320,nm0684919,nm0300756,nm1019655,nm0190780,nm0748115,nm0338337"
tt0108685,"nm0112386,nm0841631,nm0932127,nm1734371,nm0607891,nm0636812,nm0860260,nm0913764,nm0172382,nm0506444,nm0766775,nm0916304,nm0014720","nm0301719,nm0143723,nm0932127,nm0281100,nm6680220,nm1139434,nm0242659,nm0095631,nm0630988,nm0761994,nm6681961,nm0506444,nm0051066"
tt0108686,nm0092372,"nm0092372,nm0106637,nm0783934"
tt0108687,"nm1222874,nm0452956",nm0164983
tt0108689,nm1022334,nm6770581
tt0108690,nm0406177,"nm1154692,nm0512627,nm0558612,nm0768488,nm0821262,nm0918572"
tt0108692,"nm0076175,nm0267862,nm0835173,nm0607883",nm0278759
tt0108693,"nm0762541,nm0400958,nm0923396","nm0403298,nm0215245,nm0414412,nm0537542,nm0875635,nm0939048,nm0128730,nm0234870,nm0766982,nm0333974,nm0463123,nm0667312,nm0792487,nm0112459,nm0247695,nm0434854,nm0771850"
tt0108695,"nm1066287,nm0458287,nm1112695,nm3300078,nm0287933","nm0075627,nm4745910,nm2055689"
tt0108696,nm0609911,"nm3037083,nm2142260,nm3037801,nm0683822"
tt0108697,nm0441480,nm0441480
tt0108698,"nm0088216,nm0879493","nm0475001,nm0475003,nm1003842"
tt0108700,"nm0122741,nm0637089","nm0122741,nm2047334,nm0637089,nm0911552"
tt0108702,nm1512454,nm1512454
tt0108703,"nm0019247,nm0450604","nm0387122,nm0414934,nm0648146,nm0864592"
tt0108704,nm0137520,"nm0727041,nm0844294,nm0877613"
tt0108705,"nm0171315,nm0789834,nm0005022,nm0329535,nm0322128,nm0918041","nm0662748,nm0291082,nm0653899,nm0696518,nm0948820,nm0335791,nm0694015,nm0769507"
tt0108706,nm0250274,nm0118592
tt0108707,nm0500722,"nm1072519,nm0975305,nm0679340,nm0683511,nm0774699"
tt0108708,nm0936451,nm0804245
tt0108709,"nm0137520,nm0806642,nm0568334,nm0832559,nm0492721,nm0717225,nm0861182,nm0755308,nm0424254,nm0370760,nm0597233,nm0789128,nm0024619,nm0291329,nm1331022,nm0636616,nm0907835,nm0123711,nm0052154,nm0574594,nm0130285,nm0536827,nm0020428,nm0012516,nm0644695,nm0765047,nm0553235,nm1331005,nm0307686,nm0671226,nm0680794,nm1253167,nm0459281,nm0809375,nm0118959,nm0704072,nm0113663,nm0419158,nm1254220,nm0486621,nm0684915,nm0388123,nm0176686,nm0247184","nm0568427,nm0606179,nm0051555,nm0020428,nm0307686,nm0212988,nm0225282,nm0639727,nm0141514,nm0941757,nm0100352,nm1410434,nm0394593,nm0731615,nm0507345,nm0822726,nm1415635,nm0935976,nm0112316,nm0550539,nm0310696,nm0173223,nm1023721,nm0507634,nm0262563,nm0387747,nm0566567,nm0680304,nm0322950,nm2681756,nm0939801,nm0164762,nm0644708,nm0109484,nm0827064,nm0766875,nm1161980,nm0714961,nm0575236,nm0341688,nm0183524,nm0249305,nm0835998,nm0455673,nm2542968,nm3988578,nm0063443,nm0254697,nm0680067,nm0242751,nm0393163,nm0203887,nm0374928,nm0030858,nm0683452,nm0498925,nm0429970,nm0022909,nm0238389,nm0688258,nm1643208,nm0313587,nm0378415,nm0792344,nm1888369,nm0874290,nm0211193,nm1072412,nm0352756,nm0362387,nm0394086,nm0462981,nm0520447,nm0107402,nm0186389,nm3990962,nm0353569,nm0365257,nm3992969,nm0746538,nm0035787,nm0929245,nm0606564,nm0931286,nm0041088,nm0068080,nm0334212,nm0362705,nm0996087,nm0197960,nm0337730,nm3832623,nm0052154,nm1889212,nm0373684,nm0540588,nm1882327,nm1267405,nm0632884,nm0171027,nm1063834,nm0725984,nm5073018,nm1429167,nm1443113,nm0131508,nm0486621"
tt0108710,nm0771673,"nm0669455,nm0683555,nm0841989,nm0304678,nm0456657,nm0823087,nm0888979"
tt0108711,nm0035840,"nm0077093,nm0385702,nm0405051"
tt0108712,\N,"nm0447124,nm9518844,nm0880986,nm0704989,nm0918504"
tt0108713,"nm0533414,nm0123273,nm0296945","nm0137978,nm0095450,nm0614269,nm0860544,nm0867542,nm0174396,nm0196401,nm0715796"
tt0108714,"nm0436116,nm1844087,nm1337210",\N
tt0108715,"nm0638527,nm0176702,nm0892144,nm0636495,nm0004627,nm0485889,nm0240797,nm0336139,nm0793525,nm0452129,nm0603286,nm0150024,nm0872809,nm0180891,nm0382541,nm0505420","nm0176702,nm0319663,nm0152539,nm0801905,nm0270570,nm0058093,nm0058001,nm0104333,nm0087650,nm0164496,nm0506087,nm0512894,nm0523156,nm0750499,nm0176640,nm0743853"
tt0108716,"nm0185734,nm0283943,nm0395317,nm0797869,nm0855035,nm0240797,nm0003733,nm0258066,nm0779641,nm0354024","nm0251050,nm0316888,nm0362379,nm0036961,nm0271058,nm0571113"
tt0108717,"nm0610261,nm0429225,nm0857280,nm0341038,nm0936358,nm0573475,nm0835173","nm0121866,nm0507714,nm0661431,nm0671671,nm0744632,nm0751078,nm0832278"
tt0108718,nm0546360,nm0500646
tt0108719,"nm0177370,nm0298156,nm0425389,nm0371342,nm0318947,nm0589284,nm0611932",nm0580519
tt0108720,"nm0367330,nm0465932,nm0466278,nm1530047","nm0040846,nm0744922,nm0776085,nm0860395"
tt0108721,nm0330848,nm0165282
tt0108722,\N,\N
tt0108723,"nm0401982,nm0083606","nm0213017,nm0377901,nm0863192"
tt0108724,"nm0677953,nm0570219,nm0593576,nm0621137,nm0198991,nm0004257,nm0505697,nm0434571,nm0518719,nm0001319,nm0372663,nm0427880,nm0772095,nm0240797,nm0872442,nm0810553,nm0591171,nm0006853,nm0505842,nm0326837,nm0031398,nm0314841,nm0001441,nm0776317,nm0210797,nm0957198,nm0783751,nm0227781,nm0366335,nm0082300,nm0650905,nm0185734,nm0153191,nm0000916,nm0180085,nm0731506,nm0779641,nm0330140,nm0281869,nm0257554,nm0203429,nm0696309,nm0575389,nm0113054,nm0292419,nm0918041,nm0863990,nm0075669,nm0035060,nm0914368,nm0864879,nm0606845,nm0002704,nm0846070","nm0005082,nm0863988,nm1066391,nm0505622,nm0023897,nm0153384,nm0177981,nm0081299,nm0696518,nm0948820,nm0827695,nm0035024,nm0471352,nm0041469,nm0202997,nm0002749,nm0338224,nm0569214,nm0612768,nm0807347,nm0111303,nm0106022,nm0378970,nm0000916,nm0126042,nm0355329,nm0121464,nm3502672,nm0551892,nm1000108,nm0027306,nm0379126,nm0335791,nm1220836,nm0628548,nm2652227,nm0458868,nm0625458,nm3969753,nm3972717,nm3963217,nm0501890,nm0646928,nm0654548,nm0757218,nm0827749,nm1305404,nm0506032,nm0156213,nm0193680,nm1649645"
tt0108725,"nm0722493,nm0003763,nm0004627,nm0742859,nm0801883,nm0268685,nm0721728","nm0338224,nm0550798,nm0088981,nm0519133,nm0314887,nm0002033,nm0285731,nm0005192,nm0696518,nm0948820"
tt0108726,nm0486748,"nm0177541,nm0786795"
tt0108727,"nm0936358,nm0835173,nm0397986,nm0148115","nm0014902,nm0493010"
tt0108729,"nm0262678,nm0406177",nm0412470
tt0108730,"nm0240054,nm0165410,nm1483074,nm1543870,nm0195318,nm6021371,nm0951845,nm0427637,nm0003385,nm0672824,nm0287141,nm0455164","nm1498569,nm0164542,nm0165410,nm0240054,nm0287141,nm0501957,nm0004351,nm0574474,nm1240755,nm0630887,nm1221940"
tt0108731,"nm0244015,nm0276899","nm0276899,nm0547043,nm0621642,nm3110315,nm0674862,nm0854458,nm0646709,nm1154760,nm0547640,nm0581967"
tt0108733,"nm0056006,nm0518719,nm0841416,nm0679855,nm0036206,nm0100681,nm0369858,nm0001904,nm0925870,nm0004223,nm0031398,nm0505420","nm0085242,nm0512894,nm0456063,nm0325251,nm0704983,nm1010540,nm0589043,nm0251995,nm0809138,nm0864602"
tt0108734,"nm1388982,nm0806640,nm0351821,nm0790746,nm0534041,nm0601901,nm0889405,nm0226306,nm0790723,nm0563602,nm0601781,nm0422371","nm0419830,nm0718514,nm0444517,nm0867012,nm0230040,nm0103744,nm0894890,nm0900140,nm0827985,nm0893262,nm0031976,nm0506160,nm0303991,nm0698795,nm0780051"
tt0108735,"nm0461158,nm0610261,nm0619700,nm0724047",nm0619700
tt0108736,"nm0757142,nm4952443,nm3019931,nm1709223,nm1493746,nm2926406,nm1892861,nm4876238,nm2485876,nm1059637","nm0441559,nm0881544"
tt0108737,nm0446060,"nm0358950,nm0484686,nm0349897,nm1041668"
tt0108739,"nm0459281,nm0636616,nm0141291,nm0809198","nm0592968,nm0462981,nm0464175"
tt0108740,nm0319328,"nm0063165,nm0176869,nm0296410,nm0323088,nm0406334,nm0512627,nm0533489,nm0544999,nm0558612,nm0606439,nm0702880,nm9456454,nm0773768,nm0920434"
tt0108741,"nm0375973,nm0452129,nm0419276,nm0641343,nm0646987,nm0935203,nm0804556,nm0419865,nm0705891","nm0852073,nm0266023,nm0182873,nm0792487,nm0800464"
tt0108742,"nm0657204,nm1842531,nm0546791","nm0588222,nm0271017,nm0037434,nm1064180,nm0918958,nm0271139,nm0471378,nm0756090,nm1243193,nm0653959,nm0149065,nm1055518,nm0238003,nm0197196,nm0381099,nm1378411,nm1618219,nm0740332,nm0304186,nm0545641,nm4734086,nm5317783,nm1010380,nm1191834"
tt0108743,nm0177680,"nm0219814,nm0230078,nm0230115,nm0341642,nm0362275,nm1034988,nm0702881,nm0799775,nm0936854"
tt0108744,nm0551739,"nm0092626,nm0108333"
tt0108745,nm0000877,nm0739744
tt0108746,nm0659950,\N
tt0108747,"nm0006640,nm0909532,nm0375451,nm0027413,nm0490594,nm0072025,nm0086051","nm0188743,nm0365510,nm0224025,nm0358761,nm0561394,nm0807318,nm0232049,nm0115535,nm1807764,nm0928253,nm0185784,nm0532623,nm0858912,nm0100928,nm2074226,nm6354930"
